cluster_id,claim,coverage,support,wisdom_score,x,y
5033,A seed of sorrow to the Tuscan race.'.,1,1,1.3,3.4595847,3.9929147
5034,"One voice, no voice.",1,1,1.3,1.1900287,5.6069655
5036,"August 30, 1857.",1,1,1.3,0.11747428,9.088913
5037,What you reap shall reap.,1,1,1.3,4.988793,5.291392
5038,"CUSTOM, HABIT, USE.",1,1,1.3,0.1513577,7.88408
5039,разни хора-разни вкусове.,1,1,1.3,-0.05700189,10.111147
5040,പഴഞ്ചൊല്ലിൽ പതിരില്ല.,1,1,1.3,-1.6535289,18.666033
5041,"práce kvapná, málo platná.",1,1,1.3,-0.13418269,9.237129
5042,"acta, non verba.",1,1,1.3,-5.2684374,9.913697
5043,"He that will not when he may,.",1,1,1.3,5.17641,2.8481572
5044,huomenna on uusi päivä.,1,1,1.3,-1.0537823,3.0390553
5045,žádný učený z nebe nespadl.,1,1,1.3,-0.2120551,9.231507
5046,castle with Spaniards.,1,1,1.3,6.50963,4.819116
5047,c'est le geste qui compte.,1,1,1.3,-3.9149163,6.565349
5048,on old licence.,1,1,1.3,-0.07898992,8.203533
5049,一年换二十四个头家.,1,1,1.3,-0.5905036,17.929117
5050,"Cobra buena fama, y Ã©chate Ã¡ dormir.",1,1,1.3,-0.44163254,8.484775
5051,"అయ్య కదురువలె, అమ్మ కుదురువలె.",1,1,1.3,-6.1668878,16.61783
5052,"When the mouse has had enough ( its fill ), the meal is bitter.",1,1,1.3,2.3070037,2.8239794
5054,daughter; hear it daughter-in-law.,1,1,1.3,2.482723,6.168771
5055,del senno di poi son piene le fosse.,1,1,1.3,-2.7340286,7.4655313
5056,не согрешишь — не покаешься.,1,1,1.3,0.24813241,10.846739
5057,"House garden, looking on fishers as they were throwing.",1,1,1.3,3.0830085,4.1400948
5058,alle beetjes helpen.,1,1,1.3,1.2546358,8.4898405
5059,ember embernek farkasa.,1,1,1.3,0.5022224,8.810093
5061,l'erba cattiva non muore mai.,1,1,1.3,-5.1991496,9.851571
5062,三百六十行，行行出狀元.,1,1,1.3,-0.6270979,17.898537
5063,Everything new is beautiful.,1,1,1.3,5.0955667,4.4558005
5064,Give an inch and they'll take a mile.,1,1,1.3,4.337175,1.6180139
5065,cui pe cui se scoate.,1,1,1.3,-1.872498,7.95199
5066,"the Count, a professed gambler. ""Such was the power.",1,1,1.3,3.2821507,3.159353
5067,"Hear, see, and say nothing,.",1,1,1.3,4.608252,4.163181
5068,to the full-cropped pigeon.,1,1,1.3,3.511444,3.84091
5069,"its tail"" (Portuguese).",1,1,1.3,0.23386562,8.423909
5070,"Grace of God,.",1,1,1.3,0.6499234,7.057521
5071,Proverbs commonly attributed to be Chinese.,1,1,1.3,7.148766,0.058622815
5072,a nod is as good as a wink.,1,1,1.3,0.86197764,0.7136084
5073,όλα του γάμου δύσκολα κι η νύφη γκαστρωμένη.,1,1,1.3,-0.06641684,14.367074
5074,Transliteration: Rybak rybaka vidit izdaleka.,1,1,1.3,-4.0868444,-6.4986267
5075,der Esel nennt sich immer zuerst.,1,1,1.3,1.5467149,8.799975
5076,bez zachodu nie ma miodu.,1,1,1.3,-0.008597561,8.499997
5077,яйца курицу не учат.,1,1,1.3,0.2441365,10.887263
5078,"every Border chief to express, as Sir Walter Scott.",1,1,1.3,-0.11448841,4.131148
5079,gå inte över ån efter vatten.,1,1,1.3,1.6687881,9.027764
5080,made of nothing.,1,1,1.3,4.797164,4.041519
5081,"Tel maÃ®tre, tel valet.",1,1,1.3,-1.5007257,8.294926
5082,"heard clearly, but too late, these warning words: ""Do.",1,1,1.3,1.3175457,7.132477
5084,அண்டத்துக்கு ஒத்தது பிண்டத்துக்கு.,1,1,1.3,-2.0901864,13.579321
5085,far as Rome.,1,1,1.3,-0.8337132,7.0647492
5087,έκανε κι η μύγα κώλο κι έχεσε τον κόσμο όλο.,1,1,1.3,0.20282751,14.514876
5088,"when passing the Fairies' Hill, to call them, as others.",1,1,1.3,2.1376138,2.2590656
5089,rich man is insolvent.,1,1,1.3,2.932762,7.2172217
5090,for want of money.,1,1,1.3,0.42212716,5.1213474
5091,Deus escreve certo por linhas tortas.,1,1,1.3,-0.04702927,7.5983095
5092,"the father bequeathed a vineyard to his son, but the son denied his father even a bunch of grapes.",1,1,1.3,2.2488081,2.0705705
5093,bailíonn brobh beart.,1,1,1.3,0.3642977,8.609968
5094,mýlit se je lidské.,1,1,1.3,-0.26489702,9.033064
5095,いしのうえにもさんねん.,1,1,1.3,-0.5257573,18.13406
5096,Avoid hay mal que por bien no venga. Every cloud has a silver lining..,1,1,1.3,8.449977,6.951928
5097,attack is the best form of defence.,1,1,1.3,3.3969262,3.2384553
5098,зарекалась лиса кур не воровать.,1,1,1.3,0.2515258,10.863494
5099,一年之計在於春，一日之計在於晨.,1,1,1.3,-0.24210934,17.504375
5100,elin ağzı torba değil ki büzesin.,1,1,1.3,0.14392051,8.608275
5101,next your skin not know what's within.,1,1,1.3,5.078048,5.524059
5102,Contrast: Что напи́сано перо́м — не вы́рубить топоро́м .,1,1,1.3,-0.3308617,8.44157
5105,"Malum proverbium contra nos confinxerunt, dicentes, ""Si.",1,1,1.3,7.098756,0.09993073
5106,"Pecora che bela, il lupo la strozza.",1,1,1.3,-3.410768,9.643514
5108,εν οίνω αλήθεια.,1,1,1.3,0.032189768,14.213765
5109,voler és poder.,1,1,1.3,1.400887,9.007155
5110,det som göms i snö kommer upp i tö.,1,1,1.3,0.8701688,8.585701
5111,"Abad de CarÃ§uela, comistes la olla, pedis la caÃ§uela.",1,1,1.3,-2.3472707,8.623617
5112,God alone understands fools.,1,1,1.3,1.1408455,5.962848
5113,"Jaakko heittää kylmän kiven järveen. (Säkkijärvi, Karelia) (MSA) Jaakko throws the cold stone into the lake.",1,1,1.3,-0.29683334,1.9208529
5114,goes slowly; but when he is sent from Pluto he runs.,1,1,1.3,2.3755357,0.13805626
5115,"Đi một ngày đàng, học một sàng khôn. Travelling forms a young man Travelling widens one's horizon.",1,1,1.3,2.0378337,7.2531905
5116,doubts and fears?,1,1,1.3,3.5066907,6.0151873
5117,Magna est veritas et prÃ¦valebit.,1,1,1.3,-2.0029483,7.970249
5118,புலி இல்லாத ஊரில் பூனை தான் இராஜா.,1,1,1.3,-3.227602,14.826611
5119,adar o'r unlliw a hedant i'r unlle.,1,1,1.3,-0.4213633,8.472005
5120,一啖荔枝三把火.,1,1,1.3,-0.5445054,18.120241
5121,a todo cerdo le llega su San Martín.,1,1,1.3,-1.1170052,8.303719
5122,corresponds with the Irish.,1,1,1.3,6.508982,4.7776685
5123,"Germans say, ""Every woman would rather be handsome.",1,1,1.3,0.33924586,3.0409713
5124,"The Servians say,.",1,1,1.3,3.0086155,3.1928725
5125,"or, in French phrase, ""To wear a coat of two parishes.",1,1,1.3,6.1225066,9.158244
5126,skin to the lionâs.,1,1,1.3,3.6603389,3.7506914
5127,Translation: The heart does not hurt what eyes do not see.,1,1,1.3,-0.8107381,-4.420492
5128,é dando que se recebe.,1,1,1.3,-2.8019798,8.084278
5129,"nor upon surmise (takka-hetu),.",1,1,1.3,-0.47496897,8.175344
5130,一飲一啄，莫非前定.,1,1,1.3,-0.64783955,17.889948
5131,"Aubrey relates that Lord Bacon, being in York.",1,1,1.3,1.4461409,3.3893218
5132,Aquila non capit muscas.,1,1,1.3,-4.827878,9.868901
5133,"quiet for many years without any encroaching, the.",1,1,1.3,6.935603,4.854158
5134,"in a year gets hanged in half a year"" (Spanish).",1,1,1.3,5.566923,-6.223742
5135,"thus they do themselves"" (Spanish).",1,1,1.3,5.579717,-6.224687
5136,is maintained by prey.,1,1,1.3,1.0289207,6.8234553
5137,గాజుపూసల గనిలో ఘనమయిన మణి కలుగునా.,1,1,1.3,-1.1318878,15.506695
5138,"in chief of the king, whereof some have no great.",1,1,1.3,3.326783,4.5679526
5139,ei paska punniten parane.,1,1,1.3,-1.1093423,2.9734626
5140,Mangiando viene lâappetito.,1,1,1.3,-3.617721,8.954958
5141,గంధపొడి మోశే గాడిదెవలె.,1,1,1.3,-1.0078385,15.830682
5142,Inquiring is not good.,1,1,1.3,0.87466085,0.74107754
5143,it pinches me.,1,1,1.3,-0.76470685,8.666337
5144,"не по словам судят, а по делам.",1,1,1.3,0.24748608,10.847115
5145,Songes sont mensonges.,1,1,1.3,-2.491476,6.4318976
5146,"Translation: When out to kill a (house) fly, don't roll out a cannon to accomplish it.",1,1,1.3,-0.6429584,-5.5031095
5147,"is thus expressed: ""'Mother, what sort of a.",1,1,1.3,1.7263074,3.6047895
5148,He who saves has three times more.,1,1,1.3,1.5079141,4.785092
5149,"her bite"" (Livonian).",1,1,1.3,5.2029166,-1.7023376
5150,"Wenn es not tut, so kann der Teufel die Schrift für sich.",1,1,1.3,1.9555484,5.9851003
5151,"Over shoes, over boots.",1,1,1.3,7.956542,5.430403
5152,"కోతి చావు, కోమటి రంకు.",1,1,1.3,-1.1107936,15.605441
5153,Kindness comes awill.,1,1,1.3,-0.81139815,5.4298882
5154,out of a wall.,1,1,1.3,0.717623,7.0409636
5155,"offenderis clericum, interfice eum; alias nunquam habebis.",1,1,1.3,0.3301922,7.692996
5156,"Transliteration: Khvalilsya chort vsem mirom vladet, a Bog yemu i nad svin'yoy ne dal vlasti.",1,1,1.3,-3.6025045,-6.252369
5157,considered as mistaken and bad. Not that habit can.,1,1,1.3,1.7503673,3.6350687
5158,'Tis not in mortals to command success;.,1,1,1.3,2.087934,5.9670153
5159,'s fheàrr a bhith cinnteach na caillteach.,1,1,1.3,0.27630472,8.641709
5160,am fear nach dèan obair na ghnìomh chan fhaigh e biadh air feadh nam preas.,1,1,1.3,0.46753994,7.9252367
5161,He that tholes [endures] overcomes.,1,1,1.3,1.3701664,3.3503947
5162,the wolf void wool.,1,1,1.3,8.341107,6.8918705
5163,favour and cousinship.,1,1,1.3,3.577965,6.037957
5164,chi non fa non falla.,1,1,1.3,9.912969,1.6571386
5165,不见棺材不落泪.,1,1,1.3,-0.35362405,18.315407
5166,丈夫有泪不轻弹.,1,1,1.3,-0.58185464,18.13018
5167,"Translation: The wolf spared the mare, left a tail and mane.",1,1,1.3,0.035131253,-4.8055735
5168,"Oliver Wendell Holmes Jr, The Common Law (1881).",1,1,1.3,2.556952,3.4067783
5169,. Mordaunt Merton is.,1,1,1.3,-1.0633848,7.691733
5170,"him quite suitable for all readers. ""Either,"" he says,.",1,1,1.3,0.5336804,5.103035
5171,light. It seems to us as though the order of nature.,1,1,1.3,2.5744853,5.9600406
5172,"They, too, used to say, ""Vendible wine needs.",1,1,1.3,2.2484627,6.7087803
5173,"Give me the ass that carries me, rather than the.",1,1,1.3,2.9099345,1.9160401
5174,Husbands are in heaven whose wives chide not.,1,1,1.3,1.5538906,5.079704
5175,สิบปากว่าไม่เท่าตาเห็น.,1,1,1.3,-0.3579303,18.32448
5176,Oh daddy how rich we were if we wouldn't have to eat ǃ.,1,1,1.3,0.9771923,2.3415582
5177,níl aon tóin tinn mar do thóin tinn féin.,1,1,1.3,0.012630972,8.489323
5178,his cows had strayed away and been long missing.,1,1,1.3,2.766074,5.4641623
5179,He/she would go even to the christening of a cat .,1,1,1.3,1.009757,2.450061
5180,Their good-natured willingness to lend it is remarkable.,1,1,1.3,1.0281508,1.0800831
5181,a grama do vizinho é sempre mais verde.,1,1,1.3,-1.356501,8.480787
5182,Dio li fa e poi li accoppia.,1,1,1.3,-2.2702475,9.270281
5183,Eith to learn the cat to the kirn.,1,1,1.3,3.643787,3.5482752
5184,一子错，满盘皆落索.,1,1,1.3,-0.31507602,17.706148
5185,de noche todos los gatos son pardos.,1,1,1.3,-1.987524,7.923507
5186,"also, ""Let him that has a glass skull not take to stone-throwing.",1,1,1.3,1.5249703,3.409051
5187,"dinheiro, carinho e reza, nunca se despreza.",1,1,1.3,-1.5114602,8.704204
5188,ei kukaan ole seppä syntyessään.,1,1,1.3,-1.0537455,2.6760843
5189,"Anglo-Saxons. Heavy eaters, hard thinkers,.",1,1,1.3,1.8620244,7.4701443
5190,"Quando Ã¡ tu hija le viniere su hado, no aguardes que vienga.",1,1,1.3,-2.969733,8.167436
5191,"and the king, setting down the untested cup, went to.",1,1,1.3,3.4107935,4.8836627
5192,Avoid teeth left..,1,1,1.3,8.590245,6.9829416
5193,kast ikke med sten hvis du selv bor i et glashus.,1,1,1.3,0.82133764,8.221766
5194,"(""Well, well, ma'am,.",1,1,1.3,0.5272386,8.367967
5195,Angriff ist die beste Verteidigung.,1,1,1.3,1.2183032,8.229764
5196,a ignorância é uma bênção.,1,1,1.3,-0.42444822,8.748263
5197,"ранні пташки росу п'ють, а пізні слізки ллють.",1,1,1.3,-0.05594726,10.0746565
5198,Translation: Do not cross the brook for water.,1,1,1.3,0.3868241,-4.847926
5199,and they would advise her best what to do. The bells.,1,1,1.3,1.1040561,2.5837321
5200,"Se sorcio sei, non seguitar rane.",1,1,1.3,-4.911392,9.889202
5201,Lâabattu veut toujours lutter.,1,1,1.3,-3.7143755,6.640977
5202,všechno zlé je k něčemu dobré.,1,1,1.3,-0.5153215,9.44893
5203,அகத்தி ஆயிரம் காய்த்தாலும் புறத்தி புறத்தியே. ⓘ.,1,1,1.3,-2.9714234,14.414291
5204,"their chivalric forefathers, ""Love subdues all but the.",1,1,1.3,2.3437557,3.3544414
5205,"And so far I will trust thee, gentle Kate.",1,1,1.3,5.2797403,3.4643953
5206,take short views of life. Are you happy now? Are.,1,1,1.3,4.638111,5.4037824
5207,such extravagant demonstration.,1,1,1.3,0.18622078,7.1199374
5208,les ordres sont les ordres.,1,1,1.3,-2.8058968,5.941732
5209,Bishop of Rochester; but because the sea had been.,1,1,1.3,3.033163,4.010869
5210,Major erit glacies post festum quam fuit ante.,1,1,1.3,-2.058232,7.8911705
5211,el algodón no engaña.,1,1,1.3,-1.0398371,8.678435
5213,いのなかのかわずたいかいをしらず.,1,1,1.3,-0.52609515,17.656929
5214,"gratitude as a lively sense of future favours? ""When.",1,1,1.3,1.1771971,7.683345
5215,Lie thief 's sword .,1,1,1.3,1.7130709,7.3360014
5216,don't fuck in the factory.,1,1,1.3,5.774111,6.4486156
5217,"Seneca, Hercules Furens.",1,1,1.3,-0.47025126,7.6690035
5218,"pes, který štěká, nekouše.",1,1,1.3,-0.22646467,9.141857
5219,"Se la moglie pecca, non Ã¨ il marito innocente.",1,1,1.3,-5.291388,9.568876
5220,"financiers. Under such a wasteful system as this, or.",1,1,1.3,1.1773138,7.8255873
5221,"más idők, más emberek.",1,1,1.3,-0.38931346,8.754541
5222,"αν είσαι και παπάς, με την αράδα σου θα πας.",1,1,1.3,0.38652906,14.395615
5223,"Pelean los ladrones, y descubriense los hurtos.",1,1,1.3,-1.0283902,8.259616
5224,Translation: A soft answer calms the wrath.,1,1,1.3,-0.0133202085,-4.9460006
5225,Ungelegte Eier sind ungewisse HÃ¼nnlein.,1,1,1.3,0.99709237,8.436207
5226,"Bad shoes on a shoemaker's wife, bad horseshoes on a smithy's horse, bad trousers on a tailor's son, a bad cart at a joiner.",1,1,1.3,4.2095203,3.4613333
5227,မြိန်ရာဟင်းကောင်း ခင်ရာဆွေမျိုး.,1,1,1.3,-0.8398836,17.95749
5228,"Plain dealing is a jewel, but they that use it die beggars.",1,1,1.3,1.5461928,3.4749987
5229,без кота мышам раздолье.,1,1,1.3,0.032954436,10.358101
5230,"serve it. The full form of the proverb—""God save.",1,1,1.3,7.0303173,0.26337963
5231,"Knock a man down, and kick him for falling.",1,1,1.3,0.5796106,5.242869
5232,Thuringian Ruhla proverbs.,1,1,1.3,7.331462,-0.13515723
5233,Pretty like a pig when little.,1,1,1.3,-2.6215541,2.4237025
5234,لأجل عين ألف عين تكرم.,1,1,1.3,-0.5378808,15.35726
5236,cel uświęca środki.,1,1,1.3,-0.25583467,9.119103
5238,Said by the character Jackson Curtis in 2012 (2009) directed by Roland Emmerich.,1,1,1.3,2.9461262,4.262719
5239,o bom filho a casa torna.,1,1,1.3,-1.273985,8.747115
5240,Transcription: Andhunaku addamu cūpinaṭṭu.,1,1,1.3,-0.48813134,-4.2360673
5241,அசலார் (or ஊரார்) உடமைக்குப் பேயாய் பறக்கிறது.,1,1,1.3,-0.64484215,7.3324437
5242,Translation: Money does not grow on trees.,1,1,1.3,-0.8354671,-4.399486
5243,a fome é o melhor tempero.,1,1,1.3,-0.8037349,7.479943
5244,"to Pluto, taking him for the devil; for when riches.",1,1,1.3,0.5253392,4.8519425
5245,нет пророка в своём отечестве.,1,1,1.3,0.12479855,10.551007
5246,அடியும் நுனியும் தரித்த கட்டைபோல.,1,1,1.3,-2.4680548,13.90934
5247,beter ten halve gekeerd dan ten hele gedwaald.,1,1,1.3,1.5824906,9.0029125
5248,"adage, ""Marriages are.",1,1,1.3,0.6047872,6.184777
5249,The Olympic Spirit .,1,1,1.3,2.9017887,3.3510804
5250,NaÅ se pode viver sem amigos.,1,1,1.3,-1.4555384,8.466396
5251,The happy [lucky] man canna be harried.,1,1,1.3,2.9432826,5.169797
5252,"Meaning: ""Good ideas may come after resting.",1,1,1.3,-7.1457124,12.884499
5253,"This last proverb, we are told by Quintus Curtius,.",1,1,1.3,7.239127,0.061895575
5254,"and, whilst ""Petty thieves.",1,1,1.3,2.405473,6.7331367
5255,"The roses fall, and.",1,1,1.3,3.4189103,4.883035
5256,"Qui nâa, ne peut.",1,1,1.3,-4.852418,6.3015585
5257,used to pass to Traitors' Stairs.,1,1,1.3,2.412089,6.7323437
5258,"in English, signifies that whatever is customary.",1,1,1.3,1.1547242,3.304947
5259,"Such, according to Scotch report, is the conduct of.",1,1,1.3,3.4794104,4.0789623
5260,"Mature fias senex, si diu velis esse senex.",1,1,1.3,-1.2569219,8.382238
5261,ulciorul nu merge de multe ori la apă.,1,1,1.3,-1.7939652,8.135444
5262,de kost gaat voor de baat uit.,1,1,1.3,-1.4065433,7.969876
5263,"Einmal in der Leute Mund, kommt man Ã¼bel wieder heraus.",1,1,1.3,2.8123727,7.5987735
5264,Thomas Randolph. The doctrine of these poets is as.,1,1,1.3,3.224614,3.6684363
5265,век живи — век учись.,1,1,1.3,0.04362371,10.240633
5266,omväxling förnöjer.,1,1,1.3,1.7051747,7.5810065
5267,Seldom lies the deil dead by the dyke side.,1,1,1.3,3.415172,2.8158443
5268,"Translation: A clever head, but given to foolishness.",1,1,1.3,0.10689267,-5.2488723
5269,"'I thank you humbly, my lord,' said the smith.",1,1,1.3,4.451844,5.194707
5270,The latter has the largest congregation.,1,1,1.3,3.306319,3.0496807
5271,не дели шкуру неубитого медведя.,1,1,1.3,0.25968137,10.866405
5272,Let nature take its course/ There's two sides to every penny.,1,1,1.3,-0.026309647,4.038869
5273,"Abbot of Carzuela,"" cries the Spaniard, ""you eat up.",1,1,1.3,2.6451316,3.3719125
5274,"class is M. Ponsard, who, on the occasion of his.",1,1,1.3,2.4174907,4.813085
5275,"countries in which they most abound: ""Where friars.",1,1,1.3,0.766121,4.062947
5276,Proud as a beggar from Pori.,1,1,1.3,2.4920547,-0.0753415
5277,Hvad gagnar mycket veta och intet göra.,1,1,1.3,0.14423582,8.172498
5278,"Man muss mit Pfaffen nicht anfangen, oder sie todtschlagen.",1,1,1.3,2.830404,7.5391397
5279,Avoid hi ha millor salsa que la de sant Bernat.,1,1,1.3,8.500688,7.042556
5280,Transliteration: Sonbadageuro haneureul gariryeohanda.,1,1,1.3,-3.801629,-6.3592696
5281,saved is twice earned.,1,1,1.3,1.1520008,6.8044515
5282,is toigh le bò mhaol bò mhaol eile.,1,1,1.3,0.90106446,6.923327
5283,அஞ்ச எழுத்தும் பாவனையும் அப்பனைப்போலிருக்கிறது.,1,1,1.3,-2.3387098,13.791738
5284,are balta pește.,1,1,1.3,0.6533801,5.9338913
5285,több szem többet lát.,1,1,1.3,0.25144386,9.364133
5286,Translation: Think before (you act).,1,1,1.3,-0.09098173,-5.283602
5287,steter Tropfen höhlt den Stein.,1,1,1.3,1.6469821,8.750083
5288,sound their own praises.,1,1,1.3,2.3553874,4.6088066
5289,"Non entra a messa la campana, e pur ognuno ci chiama.",1,1,1.3,-5.350248,9.727161
5290,der Klügere gibt nach.,1,1,1.3,-0.5649082,7.719229
5293,"poet Hesiod, who has a line to this effect: ""Marry, in.",1,1,1.3,1.5481085,4.849502
5294,σήκωσε κι η μύγα κώλο να χέσει τον κόσμο όλο.,1,1,1.3,0.21424975,14.492543
5295,"as given by Toriano in his folio collection of Italian proverbs,.",1,1,1.3,7.0412683,0.09495973
5296,"the court favourite, who lived in a large house in.",1,1,1.3,2.179077,4.1718006
5297,The worst store is a maid unbestowed.,1,1,1.3,3.0425782,3.6208065
5298,bull on the plain.,1,1,1.3,3.2173247,3.0983524
5299,La gloire vaine ne porte graine.,1,1,1.3,-3.1703,7.2608633
5300,"Plautus , Aulularia (c. 2nd-3rd century BC), Act II, sc. 2, l. 18.",1,1,1.3,-0.07592313,8.142104
5301,Two to one are odds at football.,1,1,1.3,1.2484149,5.6668706
5302,Translation: A cock that crows too early gets a twisted neck.,1,1,1.3,-0.01972891,-4.771452
5303,"rhyming French adage to this effect, ""With the hair.",1,1,1.3,6.1391516,9.164339
5304,"to his wife,—.",1,1,1.3,2.1160178,5.266346
5305,அண்டைவீட்டுப் பார்ப்பான் சண்டை மூட்டித் தீர்ப்பான்.,1,1,1.3,-2.8608088,14.28554
5306,"by Disraeli), as a linguistic curiosity; for though it.",1,1,1.3,2.3803332,6.002301
5307,Keep the mind bright and the shirt clean!,1,1,1.3,3.4465535,4.80159
5308,"Cicero , De Senectute.",1,1,1.3,-1.7487652,8.0958185
5309,For faut o' wise men fules sit on binks [benches].,1,1,1.3,0.26289994,5.2890487
5310,"A good one gives from the little he has, a bad one not even from his plentiful.",1,1,1.3,2.2717261,-0.17081662
5311,moet men acht geven.,1,1,1.3,1.4805963,8.434392
5312,"phúc bất trùng lai, họa vô đơn chí.",1,1,1.3,1.6212229,7.927541
5313,goes the brig can go.,1,1,1.3,3.233523,3.0104854
5314,"at least, she is not so in her own opinion.",1,1,1.3,1.9677418,5.8439007
5315,sexagenarios de ponte.,1,1,1.3,-1.9833801,7.8418727
5316,"marry him."" ""And yet,"" rejoined the widow, ""I am.",1,1,1.3,2.9895227,4.536844
5317,کاری است که شده.,1,1,1.3,-0.53264564,17.289993
5318,Fett schwimmt oben.,1,1,1.3,0.8702214,8.6602745
5319,Ill news comes apace.,1,1,1.3,-0.8064936,5.410726
5320,טוב ציפור אחת ביד משתיים על העץ.,1,1,1.3,-0.34928888,17.805986
5321,"ăn cơm quốc gia, thờ ma cộng sản.",1,1,1.3,0.17270772,8.411921
5322,"was the seventh, last, and best rule of.",1,1,1.3,3.3551376,4.969892
5324,"lurching upwards towards the temples, and no nose to.",1,1,1.3,3.3354092,5.171484
5325,",) might in an unguarded moment let.",1,1,1.3,1.2874107,7.0796843
5326,kiezen is verliezen.,1,1,1.3,1.1043354,6.962798
5327,"him but once in the tiltyard, and then he burst.",1,1,1.3,3.4133568,4.9614387
5328,"which justice is done to them, all the rest being manifestly.",1,1,1.3,3.336198,3.844502
5329,LAW AND LAWYERS.,1,1,1.3,3.470871,6.073705
5330,ഉണ്മോരുടെ ഭാഗ്യം ഉഴുതേടം കാണാം.,1,1,1.3,-1.1205178,18.383587
5331,that takes away freedom.,1,1,1.3,3.6069388,1.5278274
5332,Hannover Verden proverbs.,1,1,1.3,7.511721,-0.32686535
5333,"lửa thử vàng, gian nan thử sức.",1,1,1.3,0.16569415,8.705539
5334,abusus non tollit usum.,1,1,1.3,-4.9024806,9.90051
5335,"preference to all other women, one who dwells near.",1,1,1.3,2.0524428,1.8802743
5336,"Det Ung nemmer, Gammel ei glemmer.",1,1,1.3,1.2331971,9.018294
5337,"лучше один раз увидеть, чем сто раз услышать.",1,1,1.3,0.12949166,10.528716
5338,Alt: Бумага без души - что угодно пиши.,1,1,1.3,0.09063238,10.190962
5339,"Cast ye owre the house riggen, and ye'll fa' on your feet.",1,1,1.3,4.659506,5.707842
5340,Hunger will break through stone walls.,1,1,1.3,5.030788,3.3355958
5341,"Qui naÃ®t le dimanche, jamais ne meurt de peste.",1,1,1.3,-4.1743884,6.8395386
5342,per apparire bisogna soffrire.,1,1,1.3,-1.5107673,8.511973
5343,ei kolmisäinen köysi kesken katkea.,1,1,1.3,-1.1284963,2.880492
5344,Transliteration: Laskovyy telyonok dvukh matok sosyot.,1,1,1.3,-4.0635395,-6.495901
5345,"saying: ""Better to look from the mountain than from.",1,1,1.3,2.3999228,-0.17570135
5346,"Bill Gates, Business @ The Speed of Thought (1999).",1,1,1.3,2.5949798,5.8848686
5347,وراء كل رجل عظيم امرأة.,1,1,1.3,-0.56825364,15.333757
5348,"emulation of the warlike French nobles, and set every.",1,1,1.3,6.203003,9.217095
5349,de soep wordt nooit zo heet gegeten als ze wordt opgediend.,1,1,1.3,1.3914474,7.3922024
5351,"Quand le chien se noye, tout le monde lui porte Ã boire.",1,1,1.3,-4.0604024,6.699736
5352,Choose a lazy person to do a hard job. Because a lazy person will find an easy way to do it.,1,1,1.3,5.0828424,3.4135866
5353,Бог любит троицу.,1,1,1.3,-0.07428463,10.0369
5354,die Schönheit liegt im Auge des Betrachters.,1,1,1.3,1.395312,8.677273
5355,"joka teistä on synnitön, se heittäköön häntä ensimmäisenä kivellä.",1,1,1.3,-1.0826814,2.8607476
5356,A tela ordita Dio manda il filo.,1,1,1.3,-2.9052777,9.445659
5357,OLD FACES IN NEW MASKS.,1,1,1.3,0.84635836,7.973007
5358,An inch o' a nag is worth a span o' an aver.,1,1,1.3,1.4626727,6.9629755
5359,"pursued by Alva and by Q. Metellus Macedonicus,.",1,1,1.3,3.275234,6.084499
5360,"Transliteration: Chto imeyem — ne khranim, poteryabshi — plachem.",1,1,1.3,-4.356523,-6.6310034
5361,Were it not for hope the heart would break.,1,1,1.3,0.9112761,2.3545547
5363,El pie del dueÃ±o estiercol para la heredad.,1,1,1.3,-2.5716217,8.330716
5364,Tiende Mands Ord komme ei til Tinge.,1,1,1.3,2.5900776,7.9265532
5365,Transliteration: Klin klinom vyshibayut.,1,1,1.3,-4.6632295,-6.826615
5366,"Si enfer n'est plein, oncques n'y aura d'avocat sauvÃ©.",1,1,1.3,-2.806812,7.5237136
5367,Remember brick walls let us show our dedication. They are there to separate us from the people who don't really want to achieve their childhood dreams.,1,1,1.3,2.406554,4.336003
5368,"Source: Bengtsson (1957), p. 27d.",1,1,1.3,-0.055986185,8.058173
5369,not feel the fleas.,1,1,1.3,2.4667277,5.120179
5370,"It is usually far easier to advice, suggest, or talk about doing something than actually to do it.",1,1,1.3,4.2505813,4.4432406
5371,"Chi l'ha per natura, fin alla fossa dura.",1,1,1.3,-4.0270734,10.403666
5372,"Transliteration: Ne roy drugomu yamu, sam v neyo popadyosh.",1,1,1.3,-4.42269,-6.678295
5373,"Translation : (God) makes the timid to cringe, and the violent to prosper.",1,1,1.3,-0.26461214,-4.902166
5374,"Se minha sogra more, buscare quem a estolle.",1,1,1.3,-1.2762629,7.7438474
5375,Is quiet like a picture of god.,1,1,1.3,7.3656693,2.599928
5376,"Transliteration: V dozhd' izby ne kroyut, a v vyodro i sama ne kaplet.",1,1,1.3,-4.3787417,-6.6506476
5377,until he has better.,1,1,1.3,-0.6736975,-0.33761513
5378,"We cannot foresee whence help may come to us, nor.",1,1,1.3,1.690789,5.8216066
5379,acele yürüyen yolda kalır.,1,1,1.3,0.03595474,9.210518
5380,okazja czyni złodzieja.,1,1,1.3,-0.26514074,9.067906
5381,"wisdom lies in the ear of the hearer.""—.",1,1,1.3,3.5828853,3.1116605
5382,"Cheat me in the Price, but not in the Goods.",1,1,1.3,2.450098,5.065473
5383,du är vad du äter.,1,1,1.3,1.4074461,9.021578
